296,26
297,51
298,33
299,44
300,54
301,43
302,60
303,62
304,50
305,65
306,52
307,40
308,65
309,53
310,76
311,47
312,65
313,29
314,46
315,48
316,20
317,60
318,52
319,66
320,25
321,43
322,54
323,76
324,68
325,48
326,33
327,17
328,48
329,57
330,51
331,59
332,56
333,65
334,51
335,39
336,43
337,32
338,48
339,42
340,55
341,68
342,52
343,43
344,35
345,29
346,23
347,36
348,38
349,46
350,19
351,44
352,27
353,53
354,51
355,41
356,55
357,82
358,54
359,44
360,49
361,60
362,37
363,46
364,64
365,35
366,56
367,16
368,60
369,31
370,61
371,68
372,27
373,56
374,58
375,48
376,41
377,72
378,47
379,69
380,50
381,47
382,39
383,55
384,29
385,70
386,65
387,61
388,60
389,46
390,59
391,71
392,63
393,49
394,52
395,66
396,58
397,45
398,48
399,33
400,47
401,57
402,50
403,57
404,72
405,45
406,41
407,64
408,52
409,57
410,42
411,37
412,35
413,58
414,40
415,45
416,44
417,31
418,46
419,40
420,41
421,63
422,40
423,61
424,60
425,33
426,46
427,79
428,51
429,35
430,56
431,58
432,49
433,57
434,47
435,32
436,60
437,33
438,36
439,49
440,54
441,42
442,56
443,66
444,70
445,76
446,40
447,49
448,59
449,61
450,56
451,50
452,60
453,59
454,31
455,55
456,72
457,42
458,36
459,27
460,48
461,70
462,42
463,52
464,50
465,57
466,55
467,41
468,46
469,67
470,36
471,76
472,68
473,54
474,37
475,76
476,28
477,59
478,26
479,57
480,49
481,49
482,46
483,67
484,18
485,37
486,80
487,56
488,54
489,18
490,73
491,66
492,53
493,44
494,41
495,29
496,39
497,40
498,61
499,63
500,44
501,46
502,60
503,41
504,77
505,50
506,39
507,49
508,28
509,60
510,16
511,62
512,64
513,59
514,76
515,30
516,66
517,55
518,39
519,58
520,39
521,72
522,53
523,27
524,53
525,44
526,61
527,40
528,52
529,60
530,50
531,25
532,47
533,31
534,24
535,67
536,38
537,72
538,52
539,68
540,50
541,60
542,31
543,57
544,44
545,58
546,39
547,63
548,67
549,46
550,63
551,31
552,41
553,20
554,67
555,42
556,49
557,52
558,59
559,62
560,74
561,39
562,65
563,64
564,52
565,42
566,56
567,54
568,29
569,35
570,63
571,38
572,55
573,73
574,38
575,27
576,20
577,45
578,45
579,68
580,49
581,54
582,44
583,66
584,35
585,52
586,76
587,79
588,32
589,39
590,52
591,48
592,70
593,34
594,40
595,36
596,69
597,64
598,35
599,49
600,37
601,58
602,43
603,62
604,46
605,33
606,54
607,58
608,35
609,45
610,53
611,44
612,66
613,44
614,35
615,42
616,43
617,43
618,48
619,40
620,33
621,48
622,47
623,61
624,50
625,73
626,44
627,39
628,54
629,23
630,62
631,52
632,50
633,52
634,65
635,56
636,62
637,60
638,57
639,40
640,71
641,61
642,76
643,49
644,35
645,47
646,43
647,61
648,43
649,66
650,56
651,71
652,59
653,72
654,38
655,56
656,43
657,37
658,73
659,45
660,48
661,44
662,29
663,67
664,40
665,58
666,35
667,42
668,54
669,72
670,52
671,55
672,49
673,50
674,59
675,23
676,49
677,47
678,24
679,52
680,51
681,55
682,30
683,36
684,68
685,46
686,52
687,63
688,67
689,53
690,28
691,66
692,51
693,53
694,34
695,30
696,21
697,47
698,31
699,46
700,44
701,59
702,47
703,72
704,65
705,56
706,45
707,67
708,26
709,75
710,55
711,81
712,45
713,37
714,46
715,81
716,66
717,79
718,43
719,39
720,39
721,61
722,62
723,61
724,56
725,49
726,42
727,64
728,58
729,37
730,59
731,60
732,30
733,49
734,47
735,60
736,35
737,40
738,58
739,67
740,64
741,47
742,32
743,42
744,59
745,43
746,60
747,36
748,26
749,41
750,56
751,70
752,28
753,28
754,68
755,53
756,54
757,78
758,29
759,78
760,28
761,47
762,53
763,43
764,43
765,49
766,38
767,61
768,74
769,59
770,52
771,40
772,77
773,45
774,33
775,23
776,50
777,61
778,62
779,27
780,61
781,51
782,44
783,71
784,62
785,64
786,55
787,72
788,55
789,39
790,56
791,37
792,27
793,39
794,26
795,35
796,51
797,52
798,62
799,48
800,55
801,28
802,51
803,44
804,43
805,47
806,43
807,54
808,35
809,70
810,58
811,46
812,67
813,49
814,40
815,43
816,61
817,71
818,29
819,52
820,48
821,54
822,45
823,71
824,22
825,64
826,45
827,55
828,59
829,24
830,48
831,69
832,31
833,25
834,39
835,28
836,32
837,48
838,43
839,42
840,49
841,51
842,63
843,30
844,53
845,42
846,47
847,53
848,60
849,43
850,51
851,16
852,48
853,68
854,39
855,41
856,64
857,60
858,53
859,51
860,44
861,50
862,42
863,33
864,55
865,52
866,63
867,17
868,48
869,35
870,40
871,42
872,47
873,58
874,68
875,57
876,44
877,70
878,51
879,70
880,75
881,60
882,41
883,58
884,62
885,51
886,77
887,44
888,34
889,21
890,53
891,58
892,47
893,43
894,35
895,66
896,39
897,53
898,56
899,41
900,60
901,53
902,55
903,43
904,55
905,66
906,60
907,17
908,29
909,47
910,39
911,56
912,49
913,49
914,51
915,57
916,57
917,35
918,57
919,51
920,39
921,31
922,49
923,40
924,47
925,73
926,61
927,27
928,44
929,75
930,59
931,52
932,42
933,32
934,65
935,80
936,60
937,28
938,58
939,56
940,42
941,37
942,61
943,41
944,47
945,54
946,38
947,57
948,60
949,75
950,57
951,59
952,73
953,47
954,54
955,40
956,34
957,35
958,63
959,25
960,63
961,46
962,54
963,42
964,47
965,37
966,37
967,42
968,76
969,53
970,41
971,58
972,67
973,36
974,37
975,53
976,61
977,47
978,37
979,36
980,39
981,67
982,49
983,48
984,66
985,30
986,34
987,40
988,39
989,52
990,61
991,47
992,63
993,47
994,33
995,40
996,56
997,50
998,30
999,30
1000,52
1001,34
1002,77
1003,41
1004,56
1005,31
1006,36
1007,57
1008,71
1009,48
1010,51
1011,46
1012,26
1013,54
1014,45
1015,70
1016,59
1017,37
1018,61
1019,48
1020,45
1021,67
1022,42
1023,76
1024,65
1025,42
1026,38
1027,50
1028,49
1029,54
1030,32
1031,54
1032,74
1033,55
1034,50
1035,69
1036,55
1037,49
1038,53
1039,56
1040,30
1041,50
1042,60
1043,50
1044,43
1045,45
1046,56
1047,47
1048,57
1049,54
1050,38
1051,71
1052,24
1053,44
1054,42
1055,45
1056,61
1057,68
1058,45
1059,54
1060,43
1061,48
1062,35
1063,25
1064,62
1065,36
1066,59
1067,53
1068,55
1069,45
1070,38
1071,38
1072,50
1073,57
1074,57
1075,50
1076,37
1077,51
1078,59
1079,65
1080,54
1081,56
1082,58
1083,61
1084,54
1085,46
1086,30
1087,63
1088,32
1089,60
1090,25
1091,30
1092,46
1093,38
1094,37
1095,47
1096,45
1097,73
1098,56
1099,26
1100,69
1101,25
1102,61
1103,34
1104,35
1105,49
1106,33
1107,47
1108,48
1109,32
1110,31
1111,47
1112,44
1113,46
1114,46
1115,50
1116,41
1117,56
1118,60
1119,38
1120,48
1121,52
1122,33
1123,27
1124,56
1125,74
1126,45
1127,35
1128,41
1129,53
1130,55
1131,51
1132,40
1133,48
1134,43
1135,46
1136,41
1137,66
1138,57
1139,47
1140,45
1141,49
1142,32
1143,48
1144,57
1145,64
1146,49
1147,55
1148,36
1149,38
1150,70
1151,51
1152,60
1153,49
1154,30
1155,57
1156,52
1157,45
1158,38
1159,36
1160,46
1161,61
1162,36
1163,56
1164,54
1165,45
1166,51
1167,63
1168,50
1169,59
1170,35
1171,59
1172,43
1173,62
1174,55
1175,36
1176,44
1177,66
1178,53
1179,32
1180,69
1181,60
1182,48
1183,45
1184,51
1185,63
1186,36
1187,41
1188,59
1189,21
1190,46
1191,52
1192,42
1193,49
1194,47
1195,78
1196,31
1197,55
1198,34
1199,49
1200,40
1201,34
1202,49
1203,51
1204,50
1205,34
1206,77
1207,40
1208,63
1209,37
1210,54
1211,53
1212,54
1213,48
1214,68
1215,67
1216,45
1217,51
1218,59
1219,47
1220,39
1221,43
1222,51
1223,58
1224,57
1225,71
1226,61
1227,31
1228,56
1229,39
1230,66
1231,51
1232,41
1233,44
1234,49
1235,44
1236,52
1237,67
1238,48
1239,56
1240,28
1241,59
1242,33
1243,45
1244,42
1245,66
1246,22
1247,55
1248,39
1249,45
1250,47
1251,44
1252,59
1253,55
1254,40
1255,40
1256,53
1257,59
1258,40
1259,41
1260,38
1261,48
1262,40
1263,60
1264,48
1265,53
1266,59
1267,62
1268,49
1269,42
1270,57
1271,26
1272,51
1273,41
1274,66
1275,35
1276,47
1277,45
1278,54
1279,60
1280,74
1281,57
1282,27
1283,44
1284,45
1285,64
1286,66
1287,61
1288,48
1289,48
1290,28
1291,45
1292,53
1293,73
1294,42
1295,62
1296,58
1297,58
1298,53
1299,68
1300,32
1301,65
1302,36
1303,67
1304,60
1305,71
1306,53
1307,37
1308,34
1309,59
1310,37
1311,68
1312,42
1313,47
1314,65
1315,44
1316,58
1317,49
1318,38
1319,73
1320,31
1321,71
1322,53
1323,54
1324,51
1325,65
1326,42
1327,56
1328,39
1329,32
1330,70
1331,55
1332,66
1333,52
1334,52
1335,36
1336,50
1337,53
1338,43
1339,37
1340,24
1341,46
1342,44
1343,71
1344,56
1345,38
1346,66
1347,36
1348,35
1349,28
1350,77
1351,41
1352,53
1353,41
1354,49
1355,53
1356,36
1357,62
1358,41
1359,42
1360,57
1361,43
1362,54
1363,55
1364,44
1365,74
1366,42
1367,68
1368,22
1369,68
1370,53
1371,32
1372,34
1373,68
1374,71
1375,63
1376,57
1377,55
1378,41
1379,53
1380,55
1381,29
1382,53
1383,42
1384,45
1385,73
1386,72
1387,46
1388,37
1389,31
1390,62
1391,63
1392,59
1393,59
1394,54
1395,33
1396,32
1397,37
1398,50
1399,52
1400,56
1401,63
1402,52
1403,48
1404,56
1405,44
1406,85
1407,43
1408,51
1409,54
1410,72
1411,64
1412,59
1413,76
1414,38
1415,41
1416,39
1417,47
1418,53
1419,61
1420,30
1421,51
1422,50
1423,55
1424,57
1425,41
1426,49
1427,55
1428,72
1429,36
1430,77
1431,31
1432,64
1433,56
1434,31
1435,54
1436,45
1437,44
1438,78
1439,57
1440,31
1441,51
1442,20
1443,34
1444,35
1445,59
1446,48
1447,55
1448,39
1449,63
1450,65
1451,39
1452,50
1453,36
1454,42
1455,70
1456,59
1457,81
1458,54
1459,53
1460,58
1461,62
1462,48
1463,40
1464,13
1465,28
1466,40
1467,56
1468,64
1469,37
1470,48
1471,45
1472,49
1473,62
1474,66
1475,44
1476,44
1477,61
1478,35
1479,76
1480,47
1481,37
1482,36
1483,43
1484,48
1485,46
1486,49
1487,56
1488,60
1489,27
1490,26
1491,59
1492,50
1493,60
1494,38
1495,33
1496,35
1497,62
1498,49
1499,65
1500,50
1501,75
1502,38
1503,26
1504,43
1505,38
1506,48
1507,57
1508,46
1509,65
1510,65
1511,32
1512,45
1513,34
1514,30
1515,34
1516,80
1517,84
1518,47
1519,55
1520,34
1521,49
1522,37
1523,60
1524,76
1525,40
1526,42
1527,54
1528,37
1529,59
1530,75
1531,34
1532,70
1533,43
1534,54
1535,58
1536,62
1537,57
1538,50
1539,53
1540,49
1541,48
1542,33
1543,35
1544,71
1545,23
1546,62
1547,60
1548,39
1549,57
1550,47
1551,54
1552,64
1553,67
1554,63
1555,67
1556,43
1557,62
1558,40
1559,21
1560,36
1561,44
1562,49
1563,41
1564,42
1565,56
1566,36
1567,48
1568,41
1569,46
1570,57
1571,81
1572,41
1573,74
1574,66
1575,50
1576,64
1577,48
1578,59
1579,57
1580,61
1581,25
1582,35
1583,21
1584,55
1585,49
1586,45
1587,63
1588,58
1589,53
1590,71
1591,64
1592,35
1593,69
1594,65
1595,66
1596,66
1597,40
1598,56
1599,45
1600,43
1601,50
1602,19
1603,58
1604,79
1605,69
1606,47
1607,40
1608,49
1609,42
1610,57
1611,27
1612,63
1613,60
1614,65
1615,61
1616,51
1617,56
1618,42
1619,60
1620,67
1621,75
1622,46
1623,37
1624,45
1625,43
1626,40
1627,46
1628,38
1629,71
1630,32
1631,49
1632,71
1633,49
1634,24
1635,31
1636,77
1637,67
1638,57
1639,58
1640,29
1641,45
1642,45
1643,28
1644,60
1645,41
1646,48
1647,62
1648,37
1649,47
1650,62
1651,40
1652,52
1653,43
1654,33
1655,67
1656,55
1657,65
1658,33
1659,50
1660,43
1661,27
1662,58
1663,64
1664,63
1665,53
1666,68
1667,71
1668,59
1669,49
1670,28
1671,44
1672,51
1673,57
1674,30
1675,49
1676,42
1677,38
1678,65
1679,40
1680,45
1681,76
1682,30
1683,49
1684,47
1685,46
1686,45
1687,40
1688,65
1689,33
1690,42
1691,26
1692,70
1693,43
1694,71
1695,27
1696,53
1697,42
1698,39
1699,53
1700,34
1701,50
1702,65
1703,78
1704,42
1705,58
1706,56
1707,52
1708,55
1709,40
1710,53
1711,47
1712,47
1713,65
1714,68
1715,26
1716,50
1717,55
1718,51
1719,39
1720,36
1721,24
1722,58
1723,79
1724,69
1725,60
1726,67
1727,60
1728,41
1729,57
1730,53
1731,62
1732,56
1733,45
1734,70
1735,48
1736,60
1737,38
1738,58
1739,46
1740,68
1741,37
1742,53
1743,34
1744,49
1745,55
1746,44
1747,50
1748,39
1749,66
1750,72
1751,62
1752,61
1753,49
1754,37
1755,40
1756,51
1757,64
1758,65
1759,51
1760,63
1761,60
1762,50
1763,43
1764,42
1765,39
1766,42
1767,65
1768,62
1769,41
1770,57
1771,26
1772,35
1773,37
1774,58
1775,74
1776,60
1777,38
1778,28
1779,53
1780,39
1781,75
1782,64
1783,66
1784,54
1785,37
1786,49
1787,55
1788,38
1789,71
1790,55
1791,47
1792,51
1793,50
1794,43
1795,40
1796,70
1797,55
1798,33
1799,39
1800,41
1801,44
1802,50
1803,39
1804,53
1805,52
1806,54
1807,47
1808,54
1809,51
1810,43
1811,62
1812,42
1813,42
1814,37
1815,76
1816,60
1817,31
1818,59
1819,35
1820,62
1821,43
1822,61
1823,63
1824,56
1825,33
1826,26
1827,61
1828,49
1829,40
1830,72
1831,38
1832,49
1833,42
1834,50
1835,48
1836,59
1837,49
1838,68
1839,37
1840,53
1841,31
1842,49
1843,68
1844,53
1845,19
1846,54
1847,73
1848,52
1849,45
1850,49
1851,41
1852,62
1853,33
1854,56
1855,47
1856,60
1857,53
1858,56
1859,39
1860,25
1861,37
1862,54
1863,38
1864,31
1865,44
1866,66
1867,36
1868,57
1869,41
1870,58
1871,46
1872,53
1873,29
1874,56
1875,73
1876,44
1877,68
1878,58
1879,52
1880,42
1881,53
1882,48
1883,65
1884,40
1885,38
1886,44
1887,72
1888,36
1889,46
1890,24
1891,49
1892,25
1893,28
1894,50
1895,32
1896,72
1897,41
1898,53
1899,72
1900,31
1901,61
1902,43
1903,59
1904,70
1905,63
1906,53
1907,45
1908,57
1909,49
1910,38
1911,38
1912,50
1913,39
1914,41
1915,67
1916,57
1917,36
1918,55
1919,53
1920,56
1921,39
1922,47
1923,53
1924,48
1925,48
1926,33
1927,45
1928,56
1929,38
1930,76
1931,48
1932,45
1933,47
1934,37
1935,47
1936,36
1937,74
1938,31
1939,35
1940,17
1941,53
1942,42
1943,46
1944,52
1945,49
1946,64
1947,45
1948,40
1949,32
1950,76
1951,48
1952,36
1953,33
1954,68
1955,85
1956,60
1957,65
1958,42
1959,22
1960,33
1961,55
1962,46
1963,56
1964,56
1965,54
1966,49
1967,60
1968,44
1969,44
1970,49
1971,34
1972,38
1973,41
1974,51
1975,60
1976,43
1977,37
1978,38
1979,55
1980,69
1981,33
1982,34
1983,40
1984,58
1985,35
1986,69
1987,66
1988,54
1989,73
1990,33
1991,41
1992,42
1993,70
1994,60
1995,45
1996,50
1997,74
1998,32
1999,44
2000,63
2001,48
2002,67
2003,66
2004,49
2005,48
2006,64
2007,48
2008,53
2009,40
2010,31
2011,69
2012,53
2013,30
2014,45
2015,45
2016,58
2017,55
2018,49
2019,15
2020,55
2021,41
2022,53
2023,30
2024,46
2025,44
2026,52
2027,48
2028,43
2029,24
2030,69
2031,49
2032,68
2033,66
2034,53
2035,57
2036,43
2037,52
2038,66
2039,46
2040,59
2041,45
2042,47
2043,49
2044,44
2045,66
2046,62
2047,54
2048,79
2049,34
2050,63
2051,47
2052,51
2053,31
2054,50
2055,51
2056,39
2057,61
2058,73
2059,65
2060,47
2061,64
2062,33
2063,37
2064,55
2065,48
2066,46
2067,58
2068,52
2069,54
2070,32
2071,53
2072,61
2073,35
2074,56
2075,52
2076,36
2077,35
2078,63
2079,52
2080,71
2081,31
2082,65
2083,62
2084,35
2085,30
2086,71
2087,55
2088,80
2089,44
2090,36
2091,42
2092,45
2093,42
2094,43
2095,67
2096,53
2097,41
2098,65
2099,34
2100,66
2101,47
2102,58
2103,26
2104,42
2105,43
2106,62
2107,36
2108,62
2109,75
2110,50
2111,60
2112,78
2113,36
2114,62
2115,31
2116,21
2117,61
2118,54
2119,52
2120,21
2121,41
2122,67
2123,35
2124,63
2125,61
2126,48
2127,60
2128,33
2129,70
2130,24
2131,47
2132,37
2133,33
2134,46
2135,45
2136,48
2137,58
2138,38
2139,63
2140,42
2141,40
2142,44
2143,54
2144,45
2145,44
2146,29
2147,56
2148,50
2149,48
2150,64
2151,65
2152,69
2153,58
2154,39
2155,54
2156,48
2157,59
2158,32
2159,56
2160,47
2161,63
2162,15
2163,32
2164,61
2165,51
2166,33
2167,51
2168,62
2169,55
2170,32
2171,52
2172,45
2173,49
2174,65
2175,62
2176,53
2177,49
2178,54
2179,47
2180,44
2181,46
2182,63
2183,36
2184,64
2185,60
2186,35
2187,48
2188,66
2189,47
2190,52
2191,46
2192,51
2193,52
2194,68
2195,52
2196,55
2197,47
2198,60
2199,38
2200,49
2201,40
2202,53
2203,35
2204,42
2205,24
2206,61
2207,62
2208,40
2209,63
2210,42
2211,32
2212,41
2213,52
2214,32
2215,55
2216,42
2217,76
2218,37
2219,55
2220,34
2221,43
2222,30
2223,29
2224,72
2225,60
2226,52
2227,58
2228,48
2229,54
2230,56
2231,43
2232,56
2233,52
2234,38
2235,56
2236,69
2237,48
2238,39
2239,67
2240,60
2241,60
2242,67
2243,45
2244,37
2245,30
2246,49
2247,39
2248,19
2249,56
2250,59
2251,43
2252,28
2253,60
2254,33
2255,27
2256,64
2257,38
2258,57
2259,55
2260,51
2261,62
2262,30
2263,20
2264,78
2265,65
2266,30
2267,35
2268,51
2269,36
2270,16
2271,54
2272,37
2273,50
2274,52
2275,40
2276,79
2277,63
2278,43
2279,48
2280,56
2281,36
2282,64
2283,48
2284,70
2285,35
2286,43
2287,68
2288,37
2289,62
2290,29
2291,54
2292,30
2293,65
2294,47
2295,71
2296,56
2297,74
2298,32
2299,37
2300,62
2301,64
2302,73
2303,49
2304,67
2305,62
2306,52
2307,62
2308,58
2309,50
2310,51
2311,47
2312,72
2313,39
2314,47
2315,59
2316,51
2317,27
2318,26
2319,67
2320,55
2321,39
2322,56
2323,42
2324,45
2325,45
2326,57
2327,51
2328,79
2329,47
2330,64
2331,46
2332,50
2333,57
2334,34
2335,44
2336,43
2337,26
2338,36
2339,74
2340,19
2341,66
2342,48
2343,43
2344,57
2345,47
2346,67
2347,28
2348,65
2349,55
2350,66
2351,42
2352,51
2353,57
2354,54
2355,56
2356,46
2357,65
2358,35
2359,73
2360,57
2361,53
2362,48
2363,45
2364,65
2365,62
2366,28
2367,22
2368,37
2369,68
2370,57
2371,50
2372,23
2373,51
2374,69
2375,56
2376,59
2377,60
2378,37
2379,31
2380,60
2381,72
2382,68
2383,71
2384,30
2385,56
2386,50
2387,56
2388,71
2389,24
2390,71
2391,33
2392,61
2393,24
2394,34
2395,78
2396,55
2397,36
2398,45
2399,49
2400,25
2401,33
2402,22
2403,37
2404,38
2405,33
2406,59
2407,58
2408,41
2409,44
2410,42
2411,53
2412,42
2413,53
2414,43
2415,60
2416,25
2417,51
2418,16
2419,56
2420,60
2421,50
2422,52
2423,63
2424,58
2425,54
2426,42
2427,43
2428,48
2429,55
2430,69
2431,44
2432,37
2433,50
2434,33
2435,52
2436,75
2437,53
2438,35
2439,44
2440,69
2441,43
2442,49
2443,78
2444,41
2445,26
2446,70
2447,51
2448,58
2449,25
2450,74
2451,39
2452,19
2453,57
2454,21
2455,51
2456,62
2457,44
2458,33
2459,44
2460,50
2461,56
2462,51
2463,50
2464,28
2465,49
2466,57
2467,48
2468,46
2469,25
2470,71
2471,55
2472,39
2473,42
2474,61
2475,53
2476,38
2477,37
2478,34
2479,59
2480,58
2481,53
2482,52
2483,60
2484,50
2485,39
2486,49
2487,47
2488,76
2489,44
2490,58
2491,72
2492,52
2493,71
2494,39
2495,34
2496,45
2497,54
2498,49
2499,51
2500,45
2501,50
2502,62
2503,35
2504,56
2505,51
2506,50
2507,35
2508,48
2509,48
2510,60
2511,43
2512,46
2513,39
2514,45
2515,35
2516,44
2517,27
2518,50
2519,55
2520,45
2521,79
2522,18
2523,32
2524,73
2525,45
2526,56
2527,80
2528,42
2529,55
2530,26
2531,51
2532,60
2533,71
2534,67
2535,83
2536,41
2537,40
2538,37
2539,21
2540,39
2541,46
2542,50
2543,58
2544,53
2545,39
2546,48
2547,50
2548,54
2549,83
2550,67
2551,58
2552,75
2553,39
2554,50
2555,66
2556,59
2557,50
2558,44
2559,53
2560,46
2561,46
2562,64
2563,67
2564,51
2565,45
2566,39
2567,60
2568,51
2569,52
2570,60
2571,60
2572,46
2573,47
2574,68
2575,34
2576,43
2577,36
2578,62
2579,35
2580,45
2581,37
2582,70
2583,49
2584,27
2585,15
2586,37
2587,63
2588,42
2589,52
2590,50
2591,45
2592,56
2593,48
2594,42
2595,37
2596,32
2597,64
2598,48
2599,53
2600,56
2601,51
2602,70
2603,35
2604,53
2605,44
2606,71
2607,17
2608,59
2609,33
2610,43
2611,56
2612,70
2613,61
2614,46
2615,48
2616,62
2617,35
2618,38
2619,77
2620,43
2621,48
2622,38
2623,56
2624,57
2625,47
2626,50
2627,54
2628,30
2629,58
2630,45
2631,51
2632,58
2633,49
2634,56
2635,62
2636,43
2637,77
2638,35
2639,72
2640,40
2641,30
2642,51
2643,41
2644,63
2645,56
2646,64
2647,50
2648,59
2649,58
2650,51
2651,50
2652,46
2653,61
2654,52
2655,43
2656,50
2657,27
2658,55
2659,48
2660,56
2661,57
2662,56
2663,26
2664,72
2665,55
2666,57
2667,17
2668,31
2669,25
2670,46
2671,65
2672,52
2673,44
2674,59
2675,52
2676,66
2677,44
2678,59
2679,45
2680,33
2681,53
2682,36
2683,51
2684,45
2685,33
2686,43
2687,44
2688,64
2689,51
2690,30
2691,57
2692,36
2693,71
2694,46
2695,54
2696,32
2697,46
2698,61
2699,53
2700,53
2701,46
2702,40
2703,78
2704,57
2705,35
2706,47
2707,61
2708,48
2709,56
2710,31
2711,28
2712,53
2713,42
2714,37
2715,41
2716,52
2717,55
2718,59
2719,45
2720,75
2721,42
2722,60
2723,29
2724,55
2725,61
2726,58
2727,61
2728,70
2729,69
2730,49
2731,63
2732,50
2733,57
2734,39
2735,34
2736,39
2737,69
2738,60
2739,42
2740,52
2741,55
2742,35
2743,36
2744,52
2745,65
2746,45
2747,61
2748,72
2749,61
2750,46
2751,42
2752,30
2753,68
2754,50
2755,84
2756,56
2757,70
2758,57
2759,42
2760,44
2761,44
2762,70
2763,44
2764,31
2765,61
2766,48
2767,53
2768,54
2769,55
2770,32
2771,43
2772,70
2773,79
2774,35
2775,48
2776,54
2777,67
2778,35
2779,45
2780,83
2781,34
2782,42
2783,33
2784,85
2785,66
2786,52
2787,44
2788,51
2789,56
2790,26
2791,45
2792,60
2793,47
2794,65
2795,38
2796,39
2797,66
2798,33
2799,38
2800,42
2801,59
2802,75
2803,38
2804,45
2805,41
2806,38
2807,71
2808,43
2809,58
2810,29
2811,63
2812,49
2813,33
2814,69
2815,52
2816,55
2817,52
2818,60
2819,56
2820,70
2821,42
2822,72
2823,59
2824,44
2825,49
2826,35
2827,52
2828,63
2829,69
2830,29
2831,76
2832,57
2833,61
2834,45
2835,48
2836,58
2837,42
2838,24
2839,76
2840,56
2841,31
2842,45
2843,42
2844,73
2845,67
2846,46
2847,77
2848,41
2849,46
2850,54
2851,39
2852,57
2853,59
2854,47
2855,52
2856,24
2857,41
2858,33
2859,46
2860,30
2861,49
2862,49
2863,58
2864,35
2865,36
2866,51
2867,39
2868,64
2869,49
2870,58
2871,61
2872,75
2873,36
2874,38
2875,25
2876,28
2877,30
2878,67
2879,45
2880,59
2881,67
2882,38
2883,84
2884,83
2885,53
2886,47
2887,66
2888,60
2889,62
2890,50
2891,46
2892,42
2893,74
2894,45
2895,48
2896,50
2897,51
2898,55
2899,39
2900,27
2901,60
2902,56
2903,75
2904,58
2905,59
2906,52
2907,36
2908,52
2909,51
2910,48
2911,37
2912,43
2913,44
2914,57
2915,50
2916,69
2917,51
2918,51
2919,38
2920,32
2921,20
2922,50
2923,49
2924,30
2925,40
2926,51
2927,58
2928,45
2929,47
2930,44
2931,56
2932,49
2933,46
2934,40
2935,58
2936,65
2937,49
2938,49
2939,55
2940,58
2941,45
2942,70
2943,33
2944,61
2945,41
2946,31
2947,69
2948,57
2949,37
2950,64
2951,69
2952,75
2953,44
2954,49
2955,52
2956,46
2957,47
2958,68
2959,42
2960,45
2961,53
2962,74
2963,45
2964,32
2965,43
2966,44
2967,24
2968,41
2969,60
2970,42
2971,31
2972,70
2973,58
2974,40
2975,51
2976,46
2977,58
2978,39
2979,35
2980,71
2981,48
2982,53
2983,48
2984,57
2985,60
2986,24
2987,54
2988,56
2989,49
2990,50
2991,48
2992,65
2993,67
2994,49
2995,63
2996,46
2997,71
2998,31
2999,46
